id,lat,lon,data_hora_gmt,satelite,municipio,estado,pais,municipio_id,estado_id,pais_id,numero_dias_sem_chuva,precipitacao,risco_fogo,bioma,frp
07da45e6-f5ce-3d89-b7c9-eb22631f0455,    .188790, -60.592920,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,17,0.0,0.55,Amazônia,8.0
914f55fa-0fb7-3167-8925-a2d68765a94c,    .111780, -60.618210,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,17,0.0,0.54,Amazônia,7.9
926b2597-e683-305f-a5cf-097d084894ef,    .061090, -60.547370,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,17,0.0,0.57,Amazônia,32.4
8e6dea06-f841-321e-8efd-2fe126007c00,    .057340, -60.546800,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,17,0.0,0.57,Amazônia,4.0
1b50dec5-3a91-31f5-8ea6-6231b2c18fce,    .047440, -60.536130,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,17,0.0,0.56,Amazônia,12.1
16af87c2-8669-3073-8983-a47da0df517f,    .043000, -60.540050,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,17,0.0,0.57,Amazônia,6.9
ae3d28ca-1227-32e5-9cf6-bef24afd2bee,    .019780, -60.666400,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,17,0.0,0.53,Amazônia,21.1
88a5abd3-ce9a-31b6-8771-2e36a3f6d729,    .019080, -60.670970,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,17,0.0,0.53,Amazônia,21.1
c72fe813-2f36-3309-b655-7589a6c8d017,    .008340, -60.590290,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,17,0.0,0.54,Amazônia,8.1
71dbba57-467d-35fc-b1a7-cc7d7a6f56ba,    .003170, -60.598750,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,17,0.0,0.54,Amazônia,6.7
314c5029-3693-3db7-980d-29ace43a8ad3,    .002210, -60.580110,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,17,0.0,0.54,Amazônia,7.1
e8a04948-317b-3b1c-a8e7-94c2108145cd,    .001510, -60.584630,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,17,0.0,0.54,Amazônia,7.1
69237918-b3a9-3fc1-b81c-b9e4b1d27a73,   -.013780, -60.556100,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,17,0.0,0.54,Amazônia,116.4
3bc9589e-52fe-3948-9c91-6c9af5e68e75,    .759830, -60.361450,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,9,0.0,0.89,Amazônia,6.1
74046d5b-4a24-316d-8759-055798f8ca19,    .743870, -60.293220,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,9,0.0,0.77,Amazônia,13.2
f312a1e3-1014-3a26-bfa1-6f75653a0dfd,    .740850, -60.288410,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,9,0.0,0.84,Amazônia,13.2
3f46e987-8cca-353b-9e81-f5807d0290b6,    .661690, -60.220840,2024-02-23 17:11:00,NPP-375,SÃO LUIZ,RORAIMA,Brasil,1400605,14,33,9,0.0,0.97,Amazônia,8.6
82586bcb-54d2-3ff9-8145-18513cfbe089,    .653940, -60.532760,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,8,0.0,0.76,Amazônia,9.2
babea584-9dfc-3bb4-9c07-7722787f8d6e,    .651590, -60.523430,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,8,0.0,0.67,Amazônia,7.8
162d79e1-9751-3477-ad6c-5bb844fe7db4,    .649210, -60.528720,2024-02-23 17:11:00,NPP-375,RORAINÓPOLIS,RORAIMA,Brasil,1400472,14,33,8,0.0,0.67,Amazônia,7.8
